,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
632,WHATS POPPIN,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,audio_features,1jaTQ3nqY3oAAYyCTbIvnM,spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,https://api.spotify.com/v1/tracks/1jaTQ3nqY3oAAYyCTbIvnM,https://api.spotify.com/v1/audio-analysis/1jaTQ3nqY3oAAYyCTbIvnM,139741,4
633,Goosebumps,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4
634,FaceTime with my Mom (Tonight),0.822,0.371,6,-11.496,1,0.0461,0.668,0.0,0.202,0.671,125.041,audio_features,5sGFZ43saHla4skp3HG6VZ,spotify:track:5sGFZ43saHla4skp3HG6VZ,https://api.spotify.com/v1/tracks/5sGFZ43saHla4skp3HG6VZ,https://api.spotify.com/v1/audio-analysis/5sGFZ43saHla4skp3HG6VZ,140962,4
635,Part Of Me,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,audio_features,1nZzRJbFvCEct3uzu04ZoL,spotify:track:1nZzRJbFvCEct3uzu04ZoL,https://api.spotify.com/v1/tracks/1nZzRJbFvCEct3uzu04ZoL,https://api.spotify.com/v1/audio-analysis/1nZzRJbFvCEct3uzu04ZoL,216160,4
636,"Whenever, Wherever",0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,audio_features,2lnzGkdtDj5mtlcOW2yRtG,spotify:track:2lnzGkdtDj5mtlcOW2yRtG,https://api.spotify.com/v1/tracks/2lnzGkdtDj5mtlcOW2yRtG,https://api.spotify.com/v1/audio-analysis/2lnzGkdtDj5mtlcOW2yRtG,196160,4
637,Bubblegum Bitch,0.495,0.856,0,-5.123,0,0.0311,0.000219,0.0,0.103,0.609,158.024,audio_features,6IbnUaczZBT34DhaD6S18F,spotify:track:6IbnUaczZBT34DhaD6S18F,https://api.spotify.com/v1/tracks/6IbnUaczZBT34DhaD6S18F,https://api.spotify.com/v1/audio-analysis/6IbnUaczZBT34DhaD6S18F,154667,4
638,Life Goes On,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068,audio_features,5FVbvttjEvQ8r2BgUcJgNg,spotify:track:5FVbvttjEvQ8r2BgUcJgNg,https://api.spotify.com/v1/tracks/5FVbvttjEvQ8r2BgUcJgNg,https://api.spotify.com/v1/audio-analysis/5FVbvttjEvQ8r2BgUcJgNg,207481,4
639,Temporary Bliss,0.455,0.908,5,-4.414,0,0.101,0.00234,0.0,0.0772,0.697,154.113,audio_features,6Po2A4lsnVu0GrQ8Dy1nme,spotify:track:6Po2A4lsnVu0GrQ8Dy1nme,https://api.spotify.com/v1/tracks/6Po2A4lsnVu0GrQ8Dy1nme,https://api.spotify.com/v1/audio-analysis/6Po2A4lsnVu0GrQ8Dy1nme,224227,4
640,Terrorist - P.A. Mix,0.624,0.752,5,-6.623,1,0.0666,0.00233,0.897,0.174,0.379,164.75,audio_features,05LBKoyVoXTQRtSO0t5CZs,spotify:track:05LBKoyVoXTQRtSO0t5CZs,https://api.spotify.com/v1/tracks/05LBKoyVoXTQRtSO0t5CZs,https://api.spotify.com/v1/audio-analysis/05LBKoyVoXTQRtSO0t5CZs,370800,4
641,Radha,0.804,0.748,1,-14.163,0,0.0616,0.11,0.0,0.0998,0.699,131.989,audio_features,6f7zyAEUCZuvX4Zty62Z5o,spotify:track:6f7zyAEUCZuvX4Zty62Z5o,https://api.spotify.com/v1/tracks/6f7zyAEUCZuvX4Zty62Z5o,https://api.spotify.com/v1/audio-analysis/6f7zyAEUCZuvX4Zty62Z5o,341360,4
642,Don't Let Me Down,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,audio_features,1i1fxkWeaMmKEB4T7zqbzK,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,208373,4
643,"Gerua (From ""Dilwale"")",0.371,0.668,11,-7.269,0,0.0497,0.636,2e-06,0.294,0.403,87.458,audio_features,7iLA6PQeQWRjLDHOJgGpj5,spotify:track:7iLA6PQeQWRjLDHOJgGpj5,https://api.spotify.com/v1/tracks/7iLA6PQeQWRjLDHOJgGpj5,https://api.spotify.com/v1/audio-analysis/7iLA6PQeQWRjLDHOJgGpj5,345559,4
644,MIDDLE OF THE NIGHT,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,audio_features,58HvfVOeJY7lUuCqF0m3ly,spotify:track:58HvfVOeJY7lUuCqF0m3ly,https://api.spotify.com/v1/tracks/58HvfVOeJY7lUuCqF0m3ly,https://api.spotify.com/v1/audio-analysis/58HvfVOeJY7lUuCqF0m3ly,184448,3
645,Wellerman - Sea Shanty,0.675,0.359,3,-5.157,1,0.108,0.614,0.0,0.137,0.792,191.903,audio_features,54OBgO0Xwu20Jak9TMXbR7,spotify:track:54OBgO0Xwu20Jak9TMXbR7,https://api.spotify.com/v1/tracks/54OBgO0Xwu20Jak9TMXbR7,https://api.spotify.com/v1/audio-analysis/54OBgO0Xwu20Jak9TMXbR7,155333,4
646,Honsool,0.478,0.574,1,-8.886,1,0.0606,0.00036,0.00719,0.157,0.187,71.984,audio_features,2cSbuiICLgDR1GIQisS9Zf,spotify:track:2cSbuiICLgDR1GIQisS9Zf,https://api.spotify.com/v1/tracks/2cSbuiICLgDR1GIQisS9Zf,https://api.spotify.com/v1/audio-analysis/2cSbuiICLgDR1GIQisS9Zf,219809,4
647,"Raat Bhar (From ""Heropanti"")",0.619,0.88,1,-4.549,0,0.0535,0.0173,0.00104,0.166,0.392,129.969,audio_features,3ctaMit7CuiHIPVYrRvm15,spotify:track:3ctaMit7CuiHIPVYrRvm15,https://api.spotify.com/v1/tracks/3ctaMit7CuiHIPVYrRvm15,https://api.spotify.com/v1/audio-analysis/3ctaMit7CuiHIPVYrRvm15,325582,4
648,"Humdard (From ""Ek Villain"")",0.572,0.541,5,-6.45,1,0.0245,0.759,0.0,0.111,0.266,87.01,audio_features,1OEmd2iXU8pWG7CrKNpGUg,spotify:track:1OEmd2iXU8pWG7CrKNpGUg,https://api.spotify.com/v1/tracks/1OEmd2iXU8pWG7CrKNpGUg,https://api.spotify.com/v1/audio-analysis/1OEmd2iXU8pWG7CrKNpGUg,260590,4
649,Youngblood,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,audio_features,2iUXsYOEPhVqEBwsqP70rE,spotify:track:2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418,4
650,People,0.76,0.682,1,-6.441,1,0.0371,0.0616,0.0,0.118,0.372,120.008,audio_features,6HDHaCnH2FCSdEwXrJfEVF,spotify:track:6HDHaCnH2FCSdEwXrJfEVF,https://api.spotify.com/v1/tracks/6HDHaCnH2FCSdEwXrJfEVF,https://api.spotify.com/v1/audio-analysis/6HDHaCnH2FCSdEwXrJfEVF,197001,4
651,MIROH,0.564,0.979,9,-3.102,1,0.104,0.0091,0.0,0.249,0.505,126.059,audio_features,2sFWzfV3kqAwXEWM9BjzwH,spotify:track:2sFWzfV3kqAwXEWM9BjzwH,https://api.spotify.com/v1/tracks/2sFWzfV3kqAwXEWM9BjzwH,https://api.spotify.com/v1/audio-analysis/2sFWzfV3kqAwXEWM9BjzwH,207617,4
652,Perfect Strangers,0.73,0.861,1,-4.1,1,0.0451,0.39,0.0,0.213,0.704,117.965,audio_features,3P3pw6C19j31Rnzgo3JG7o,spotify:track:3P3pw6C19j31Rnzgo3JG7o,https://api.spotify.com/v1/tracks/3P3pw6C19j31Rnzgo3JG7o,https://api.spotify.com/v1/audio-analysis/3P3pw6C19j31Rnzgo3JG7o,196613,4
653,Change pt.2,0.677,0.477,9,-8.237,1,0.208,0.0773,0.0,0.396,0.384,78.896,audio_features,2hMvhh9FiCB6njOYR7tkT8,spotify:track:2hMvhh9FiCB6njOYR7tkT8,https://api.spotify.com/v1/tracks/2hMvhh9FiCB6njOYR7tkT8,https://api.spotify.com/v1/audio-analysis/2hMvhh9FiCB6njOYR7tkT8,114026,4
654,Back for More (with Anitta),0.725,0.908,7,-3.434,1,0.111,0.0305,0.0,0.252,0.897,115.84,audio_features,5z8PXrhJszWg8ejJ5alWo3,spotify:track:5z8PXrhJszWg8ejJ5alWo3,https://api.spotify.com/v1/tracks/5z8PXrhJszWg8ejJ5alWo3,https://api.spotify.com/v1/audio-analysis/5z8PXrhJszWg8ejJ5alWo3,172438,4
655,Black Swan (Violin),0.204,0.477,6,-5.663,0,0.0325,0.613,0.000282,0.439,0.159,138.245,audio_features,7w8Eruth8mqnK4sjHkJ1wV,spotify:track:7w8Eruth8mqnK4sjHkJ1wV,https://api.spotify.com/v1/tracks/7w8Eruth8mqnK4sjHkJ1wV,https://api.spotify.com/v1/audio-analysis/7w8Eruth8mqnK4sjHkJ1wV,183894,4
656,Friends,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.649,79.979,audio_features,5RjUtRlDonw3TBgGGMLC5b,spotify:track:5RjUtRlDonw3TBgGGMLC5b,https://api.spotify.com/v1/tracks/5RjUtRlDonw3TBgGGMLC5b,https://api.spotify.com/v1/audio-analysis/5RjUtRlDonw3TBgGGMLC5b,199339,4
657,Come With Me,0.876,0.565,11,-6.569,0,0.0333,0.16,0.0284,0.114,0.931,111.936,audio_features,3curUGAfGYvGcBbE1k5Fyy,spotify:track:3curUGAfGYvGcBbE1k5Fyy,https://api.spotify.com/v1/tracks/3curUGAfGYvGcBbE1k5Fyy,https://api.spotify.com/v1/audio-analysis/3curUGAfGYvGcBbE1k5Fyy,209732,4
658,Kaprichosa,0.672,0.804,11,-3.447,0,0.0648,0.151,0.000166,0.369,0.717,91.928,audio_features,11iYGnLvPxB2O9k0xGmPvq,spotify:track:11iYGnLvPxB2O9k0xGmPvq,https://api.spotify.com/v1/tracks/11iYGnLvPxB2O9k0xGmPvq,https://api.spotify.com/v1/audio-analysis/11iYGnLvPxB2O9k0xGmPvq,200827,4
659,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],0.71,0.879,0,-4.218,1,0.0422,0.158,0.00142,0.439,0.341,114.993,audio_features,1RDvyOk4WtPCtoqciJwVn8,spotify:track:1RDvyOk4WtPCtoqciJwVn8,https://api.spotify.com/v1/tracks/1RDvyOk4WtPCtoqciJwVn8,https://api.spotify.com/v1/audio-analysis/1RDvyOk4WtPCtoqciJwVn8,201391,4
660,Butterfly,0.461,0.776,6,-4.498,1,0.0565,0.0149,0.0,0.12,0.291,149.985,audio_features,3bjg5cbmuwDoS7e2dAWyRG,spotify:track:3bjg5cbmuwDoS7e2dAWyRG,https://api.spotify.com/v1/tracks/3bjg5cbmuwDoS7e2dAWyRG,https://api.spotify.com/v1/audio-analysis/3bjg5cbmuwDoS7e2dAWyRG,238862,4
661,1st Gen,0.635,0.904,6,-2.454,1,0.0641,0.14,0.0,0.261,0.56,93.021,audio_features,3XQRNLKg7TiICuPpJCEVrA,spotify:track:3XQRNLKg7TiICuPpJCEVrA,https://api.spotify.com/v1/tracks/3XQRNLKg7TiICuPpJCEVrA,https://api.spotify.com/v1/audio-analysis/3XQRNLKg7TiICuPpJCEVrA,140000,4
662,DON'T YOU WORRY,0.816,0.875,11,-4.821,1,0.0311,0.203,0.0,0.209,0.491,131.958,audio_features,0gYXw7aPoybWFfB7btQ0eM,spotify:track:0gYXw7aPoybWFfB7btQ0eM,https://api.spotify.com/v1/tracks/0gYXw7aPoybWFfB7btQ0eM,https://api.spotify.com/v1/audio-analysis/0gYXw7aPoybWFfB7btQ0eM,196364,4
663,Obsessed,0.742,0.468,10,-5.557,0,0.0625,0.0465,0.0,0.826,0.369,86.443,audio_features,3IcIIZMMS7UArJJPtEHXG8,spotify:track:3IcIIZMMS7UArJJPtEHXG8,https://api.spotify.com/v1/tracks/3IcIIZMMS7UArJJPtEHXG8,https://api.spotify.com/v1/audio-analysis/3IcIIZMMS7UArJJPtEHXG8,242200,4
664,Yes or No,0.671,0.839,1,-2.645,1,0.0866,0.179,0.0,0.0748,0.882,83.845,audio_features,2gkVEnpahpE3bQuvGuCpAV,spotify:track:2gkVEnpahpE3bQuvGuCpAV,https://api.spotify.com/v1/tracks/2gkVEnpahpE3bQuvGuCpAV,https://api.spotify.com/v1/audio-analysis/2gkVEnpahpE3bQuvGuCpAV,147557,4
665,Sucker,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,audio_features,22vgEDb5hykfaTwLuskFGD,spotify:track:22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/tracks/22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/audio-analysis/22vgEDb5hykfaTwLuskFGD,181027,4
666,Gulabi,0.673,0.663,4,-10.026,1,0.0446,0.0648,1.79e-05,0.117,0.678,124.002,audio_features,22kRCQPyNXWZSQEcDvCmGD,spotify:track:22kRCQPyNXWZSQEcDvCmGD,https://api.spotify.com/v1/tracks/22kRCQPyNXWZSQEcDvCmGD,https://api.spotify.com/v1/audio-analysis/22kRCQPyNXWZSQEcDvCmGD,230661,4
667,A Lowly Shoe Salesman,0.197,0.0451,1,-27.629,0,0.0356,0.978,0.943,0.105,0.0328,86.568,audio_features,7nYZlOq4JtGeF9fs8Zs66j,spotify:track:7nYZlOq4JtGeF9fs8Zs66j,https://api.spotify.com/v1/tracks/7nYZlOq4JtGeF9fs8Zs66j,https://api.spotify.com/v1/audio-analysis/7nYZlOq4JtGeF9fs8Zs66j,214093,4
668,"The Breakup Song (From ""Ae Dil Hai Mushkil"")",0.818,0.93,11,-2.982,1,0.247,0.33,0.0,0.658,0.831,113.988,audio_features,5FihcmME7NlwW8KbYOaHVH,spotify:track:5FihcmME7NlwW8KbYOaHVH,https://api.spotify.com/v1/tracks/5FihcmME7NlwW8KbYOaHVH,https://api.spotify.com/v1/audio-analysis/5FihcmME7NlwW8KbYOaHVH,252632,4
669,Sweet Venom,0.84,0.673,10,-3.685,1,0.0427,0.0426,0.0,0.0971,0.911,115.004,audio_features,2YmfV4lAjrAQvuggKCUX6m,spotify:track:2YmfV4lAjrAQvuggKCUX6m,https://api.spotify.com/v1/tracks/2YmfV4lAjrAQvuggKCUX6m,https://api.spotify.com/v1/audio-analysis/2YmfV4lAjrAQvuggKCUX6m,148753,4
670,Chali Mein,0.868,0.569,7,-7.66,0,0.0613,0.156,0.000454,0.0797,0.619,100.007,audio_features,5ylLQUFUg5FU9cJeu440GQ,spotify:track:5ylLQUFUg5FU9cJeu440GQ,https://api.spotify.com/v1/tracks/5ylLQUFUg5FU9cJeu440GQ,https://api.spotify.com/v1/audio-analysis/5ylLQUFUg5FU9cJeu440GQ,168097,4
671,Fair Game,0.771,0.7,9,-7.699,1,0.0454,0.0505,0.0525,0.147,0.942,127.991,audio_features,5ZFKYhcWTiBNeeE0ZHqJeL,spotify:track:5ZFKYhcWTiBNeeE0ZHqJeL,https://api.spotify.com/v1/tracks/5ZFKYhcWTiBNeeE0ZHqJeL,https://api.spotify.com/v1/audio-analysis/5ZFKYhcWTiBNeeE0ZHqJeL,262500,4
672,Still Life (with Anderson .Paak),0.831,0.721,11,-5.447,0,0.164,0.277,0.0,0.0403,0.443,124.007,audio_features,3p4N6mBFv42M8dI8SUoPre,spotify:track:3p4N6mBFv42M8dI8SUoPre,https://api.spotify.com/v1/tracks/3p4N6mBFv42M8dI8SUoPre,https://api.spotify.com/v1/audio-analysis/3p4N6mBFv42M8dI8SUoPre,175329,4
673,Mothership Connection (Star Child),0.662,0.585,8,-10.238,0,0.101,0.531,1.08e-05,0.443,0.829,89.212,audio_features,7rLAPi81R7qlVqgXfykdEL,spotify:track:7rLAPi81R7qlVqgXfykdEL,https://api.spotify.com/v1/tracks/7rLAPi81R7qlVqgXfykdEL,https://api.spotify.com/v1/audio-analysis/7rLAPi81R7qlVqgXfykdEL,373213,4
674,Airplane pt.2,0.77,0.817,0,-4.092,0,0.0339,0.0265,0.000103,0.084,0.866,139.979,audio_features,4lAE47gj539h8R1yxPhhGG,spotify:track:4lAE47gj539h8R1yxPhhGG,https://api.spotify.com/v1/tracks/4lAE47gj539h8R1yxPhhGG,https://api.spotify.com/v1/audio-analysis/4lAE47gj539h8R1yxPhhGG,218615,4
675,A Supplementary Story: You Never Walk Alone,0.696,0.903,8,-4.788,1,0.151,0.00596,0.0,0.0668,0.59,127.994,audio_features,2ZbYyDM0pacTwP2odNsdlo,spotify:track:2ZbYyDM0pacTwP2odNsdlo,https://api.spotify.com/v1/tracks/2ZbYyDM0pacTwP2odNsdlo,https://api.spotify.com/v1/audio-analysis/2ZbYyDM0pacTwP2odNsdlo,156061,4
676,"Coca Cola (From ""Luka Chuppi"")",0.722,0.867,0,-3.652,0,0.0904,0.121,0.0052,0.123,0.893,102.009,audio_features,352wEkChkiClswqwDoM0nj,spotify:track:352wEkChkiClswqwDoM0nj,https://api.spotify.com/v1/tracks/352wEkChkiClswqwDoM0nj,https://api.spotify.com/v1/audio-analysis/352wEkChkiClswqwDoM0nj,179225,4
677,Lay Low,0.534,0.855,1,-4.923,0,0.183,0.0607,0.000263,0.346,0.42,122.06,audio_features,0zKbDrEXKpnExhGQRe9dxt,spotify:track:0zKbDrEXKpnExhGQRe9dxt,https://api.spotify.com/v1/tracks/0zKbDrEXKpnExhGQRe9dxt,https://api.spotify.com/v1/audio-analysis/0zKbDrEXKpnExhGQRe9dxt,153443,4
678,Converse High,0.724,0.793,1,-3.982,1,0.0895,0.0597,0.0,0.201,0.817,98.003,audio_features,6ZITsss1URNOIKhniylpBP,spotify:track:6ZITsss1URNOIKhniylpBP,https://api.spotify.com/v1/tracks/6ZITsss1URNOIKhniylpBP,https://api.spotify.com/v1/audio-analysis/6ZITsss1URNOIKhniylpBP,209715,4
679,Africa,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,audio_features,2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893,4
680,Elevator,0.796,0.793,7,-3.911,1,0.318,0.323,0.0,0.332,0.556,90.51,audio_features,26rUU3JZ9JB9OkEuG9mb3e,spotify:track:26rUU3JZ9JB9OkEuG9mb3e,https://api.spotify.com/v1/tracks/26rUU3JZ9JB9OkEuG9mb3e,https://api.spotify.com/v1/audio-analysis/26rUU3JZ9JB9OkEuG9mb3e,292933,4
681,Skit: Expectation!,0.635,0.167,9,-21.117,0,0.665,0.893,0.0,0.501,0.712,100.544,audio_features,2giNwwft9s8E5Or8N0olgc,spotify:track:2giNwwft9s8E5Or8N0olgc,https://api.spotify.com/v1/tracks/2giNwwft9s8E5Or8N0olgc,https://api.spotify.com/v1/audio-analysis/2giNwwft9s8E5Or8N0olgc,147694,3
682,Danger,0.738,0.868,1,-3.363,1,0.0702,0.000907,0.000209,0.275,0.377,111.991,audio_features,0zzRxtfO5FGxKdqq4OKmlw,spotify:track:0zzRxtfO5FGxKdqq4OKmlw,https://api.spotify.com/v1/tracks/0zzRxtfO5FGxKdqq4OKmlw,https://api.spotify.com/v1/audio-analysis/0zzRxtfO5FGxKdqq4OKmlw,245140,4
683,Looking at Me,0.681,0.798,2,-4.367,1,0.0375,0.00398,5.11e-06,0.0542,0.516,105.99,audio_features,59tskctgqUmjCWAwhzYAFm,spotify:track:59tskctgqUmjCWAwhzYAFm,https://api.spotify.com/v1/tracks/59tskctgqUmjCWAwhzYAFm,https://api.spotify.com/v1/audio-analysis/59tskctgqUmjCWAwhzYAFm,181120,4
684,skit,0.503,0.711,6,-14.805,1,0.0998,0.46,0.000631,0.358,0.127,121.316,audio_features,26HtJsUEt63fiyqvqBA1aN,spotify:track:26HtJsUEt63fiyqvqBA1aN,https://api.spotify.com/v1/tracks/26HtJsUEt63fiyqvqBA1aN,https://api.spotify.com/v1/audio-analysis/26HtJsUEt63fiyqvqBA1aN,74299,5
685,Bhool Bhulaiyaa 2 Title Track,0.857,0.893,0,-2.87,0,0.0422,0.0663,0.0,0.0335,0.845,108.022,audio_features,2cbaCL38j8eUXBQjvLawET,spotify:track:2cbaCL38j8eUXBQjvLawET,https://api.spotify.com/v1/tracks/2cbaCL38j8eUXBQjvLawET,https://api.spotify.com/v1/audio-analysis/2cbaCL38j8eUXBQjvLawET,211667,4
686,Cold Blooded,0.961,0.739,9,-6.665,1,0.224,0.0794,0.0,0.0372,0.759,119.96,audio_features,34JfHOd0fcefm4FSPSrIhF,spotify:track:34JfHOd0fcefm4FSPSrIhF,https://api.spotify.com/v1/tracks/34JfHOd0fcefm4FSPSrIhF,https://api.spotify.com/v1/audio-analysis/34JfHOd0fcefm4FSPSrIhF,150053,4
687,Baila Baila Baila - Remix,0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,audio_features,7mWFF4gPADjTQjC97CgFVt,spotify:track:7mWFF4gPADjTQjC97CgFVt,https://api.spotify.com/v1/tracks/7mWFF4gPADjTQjC97CgFVt,https://api.spotify.com/v1/audio-analysis/7mWFF4gPADjTQjC97CgFVt,235284,4
688,Watch Out,0.465,0.646,7,-6.882,1,0.184,0.00563,0.0,0.191,0.336,99.436,audio_features,3ZzUOWnQuNxenx2MbZqtYq,spotify:track:3ZzUOWnQuNxenx2MbZqtYq,https://api.spotify.com/v1/tracks/3ZzUOWnQuNxenx2MbZqtYq,https://api.spotify.com/v1/audio-analysis/3ZzUOWnQuNxenx2MbZqtYq,236169,4
689,The Truth Untold (feat. Steve Aoki),0.571,0.422,1,-7.561,0,0.0422,0.374,0.0,0.127,0.169,113.016,audio_features,7DEKa5Z7Cl8s3Y7imb88OM,spotify:track:7DEKa5Z7Cl8s3Y7imb88OM,https://api.spotify.com/v1/tracks/7DEKa5Z7Cl8s3Y7imb88OM,https://api.spotify.com/v1/audio-analysis/7DEKa5Z7Cl8s3Y7imb88OM,242293,4
690,Hymn for the Weekend - Seeb Remix,0.565,0.849,0,-3.516,0,0.0517,0.00868,4.68e-06,0.12,0.427,102.034,audio_features,6s3GEN8wK0OMzzzZbXj0fu,spotify:track:6s3GEN8wK0OMzzzZbXj0fu,https://api.spotify.com/v1/tracks/6s3GEN8wK0OMzzzZbXj0fu,https://api.spotify.com/v1/audio-analysis/6s3GEN8wK0OMzzzZbXj0fu,212647,4
691,Tonight (I'm Fuckin' You),0.648,0.89,0,-3.982,0,0.0523,0.0294,3.58e-06,0.116,0.321,125.953,audio_features,3nMb7ToWIxYvmaIG20z6ux,spotify:track:3nMb7ToWIxYvmaIG20z6ux,https://api.spotify.com/v1/tracks/3nMb7ToWIxYvmaIG20z6ux,https://api.spotify.com/v1/audio-analysis/3nMb7ToWIxYvmaIG20z6ux,232213,4
692,"What Was I Made For? [From The Motion Picture ""Barbie""]",0.444,0.0911,0,-17.665,1,0.0307,0.959,1.05e-06,0.098,0.142,78.403,audio_features,6wf7Yu7cxBSPrRlWeSeK0Q,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,https://api.spotify.com/v1/tracks/6wf7Yu7cxBSPrRlWeSeK0Q,https://api.spotify.com/v1/audio-analysis/6wf7Yu7cxBSPrRlWeSeK0Q,222370,4
693,Criminal,0.696,0.734,7,-5.294,1,0.0298,0.0485,0.0,0.183,0.711,107.987,audio_features,6T689Jvh5KrSXyaPtUWZtQ,spotify:track:6T689Jvh5KrSXyaPtUWZtQ,https://api.spotify.com/v1/tracks/6T689Jvh5KrSXyaPtUWZtQ,https://api.spotify.com/v1/audio-analysis/6T689Jvh5KrSXyaPtUWZtQ,225080,4
694,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),0.775,0.298,9,-9.351,1,0.0517,0.211,0.000233,0.132,0.0472,120.091,audio_features,0AAMnNeIc6CdnfNU85GwCH,spotify:track:0AAMnNeIc6CdnfNU85GwCH,https://api.spotify.com/v1/tracks/0AAMnNeIc6CdnfNU85GwCH,https://api.spotify.com/v1/audio-analysis/0AAMnNeIc6CdnfNU85GwCH,189467,4
695,My Gospel,0.7,0.654,6,-7.126,0,0.297,0.27,0.0,0.0768,0.494,112.039,audio_features,1RdykyqZss4snJH9e58CQJ,spotify:track:1RdykyqZss4snJH9e58CQJ,https://api.spotify.com/v1/tracks/1RdykyqZss4snJH9e58CQJ,https://api.spotify.com/v1/audio-analysis/1RdykyqZss4snJH9e58CQJ,210867,4
696,There's Nothing Holdin' Me Back,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,audio_features,7JJmb5XwzOO8jgpou264Ml,spotify:track:7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/tracks/7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,199440,4
697,Deja Vu (feat. Jay-Z),0.772,0.684,6,-8.742,1,0.14,0.00534,2.66e-06,0.7,0.154,105.975,audio_features,7Id9WVdUZXIK1jchXxvRH3,spotify:track:7Id9WVdUZXIK1jchXxvRH3,https://api.spotify.com/v1/tracks/7Id9WVdUZXIK1jchXxvRH3,https://api.spotify.com/v1/audio-analysis/7Id9WVdUZXIK1jchXxvRH3,289790,4
698,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,audio_features,37BZB0z9T8Xu7U3e65qxFy,spotify:track:37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/tracks/37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/audio-analysis/37BZB0z9T8Xu7U3e65qxFy,191014,4
699,Microwave Popcorn,0.714,0.715,9,-7.086,1,0.0815,0.32,1.87e-06,0.286,0.678,160.009,audio_features,4CKhBJA0G3eqgyff3DaM5V,spotify:track:4CKhBJA0G3eqgyff3DaM5V,https://api.spotify.com/v1/tracks/4CKhBJA0G3eqgyff3DaM5V,https://api.spotify.com/v1/audio-analysis/4CKhBJA0G3eqgyff3DaM5V,147497,4
700,Yonaguni,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,audio_features,2JPLbjOn0wPCngEot2STUS,spotify:track:2JPLbjOn0wPCngEot2STUS,https://api.spotify.com/v1/tracks/2JPLbjOn0wPCngEot2STUS,https://api.spotify.com/v1/audio-analysis/2JPLbjOn0wPCngEot2STUS,206710,4
701,Pasoori - Acoustic,0.548,0.297,11,-8.394,0,0.0325,0.912,2.59e-06,0.428,0.531,167.752,audio_features,0ECYWtD6X5fPzZauWH7gvN,spotify:track:0ECYWtD6X5fPzZauWH7gvN,https://api.spotify.com/v1/tracks/0ECYWtD6X5fPzZauWH7gvN,https://api.spotify.com/v1/audio-analysis/0ECYWtD6X5fPzZauWH7gvN,205797,4
